RBnumber,sequence_num,recovered_date,recovered_district,recovered_address,recovered_halfadd,recovered_room,recovered_city,recovered_state,recovered_zip,year,color,make,model,bodytype,licensenum,licensestate,licenseyear,VIN,approximate_value,stolen?,questionable_stolen?,steering_lock?,doors_locked?,ignition_locked?,key_in_vehicle?
Z01618,1,,000,,,,,,,79,BLU/WHI,GMC,,TK,RZT360,NE,12,TCL339V608859,3000,Y,N,N,N,N,N
Z01656,1,,000,,,,,,,79,BLU/SIL,CHEV,,TK,,,00,CCL449S194435,,Y,N,N,N,N,N
Z01665,1,05/19/2011 12:00 AM,048,1700 NICHOLAS ST,,,OMAHA,NE,68102,94,GRN,OLDS,BRA,SUV,RIV393,NE,11,1TGNDT13W9R2703087,5000,Y,N,N,N,N,N
Z01719,1,,000,,,,,,,01,MAR,DODG,RAM,PK,139300,WY,10,3B7HF13Z718248017,8000,Y,N,N,Y,N,Y
Z01723,1,07/17/2011 12:00 AM,035,3300 ARCADIA AV,,,OMAHA,NE,,11,RED,TOYT,CAM,4D,RMX211,NE,10,4T1BF3EK2BU153005,,Y,N,N,N,N,Y
Z01734,1,05/20/2011 12:00 AM,071,4501 L ST,,,OMAHA,NE,68117,04,SIL,,,UT,,,00,WP1AC29P04LA92303,35000,N,N,N,N,N,Y
Z01752,1,05/20/2011 12:00 AM,101,18000 PACIFIC ST,,,OMAHA,NE,68118,00,WHI,CHEV,,TK,PKY662,NE,11,1GCGC33R0YF453819,,Y,N,N,N,N,N
Z01881,1,05/20/2011 12:00 AM,049,3000 DODGE ST,,,OMAHA,NE,68131,85,BLU,NISS,,PK,944YCD,IA,11,JN6ND06S9FW017238,1000,Y,N,N,N,N,Y
Z01930,1,05/21/2011 12:00 AM,095,1 UNKNOWN ST,,,COUNCIL BLUFFS,IA,,91,WHI,CHEV,TK,PK,RTX484,NE,12,2GCEK19Z0M1209627,5000,Y,N,N,N,N,N
Y98734,1,07/12/2011 12:00 AM,095,1 UNK ST,,,COUNCIL BLUFFS,IA,,98,GLD,STRN,,4D,RHX802,NE,11,1G8ZH5281WZ161343,1500,Y,N,N,N,N,N
Z02119,1,05/24/2011 12:00 AM,095,1 NORTH PLATTE ST,,,OMAHA,NE,,99,RED,DODG,,UT,RUC874,NE,11,1B4HS28Y8XF658723,6000,Y,N,N,N,N,N
Z02130,1,05/21/2011 12:00 AM,059,1200 PIERCE ST,,,OMAHA,NE,68108,96,WHI,TOYT,COR,4D,924XQC,IA,11,1NXBA02E2TZ44196,,N,N,N,N,N,N
Z02136,1,,000,,,,,,,00,GRN,FORD,TAU,4D,,,00,1FAFP56S4YG182614,2000,Y,N,N,N,N,N
Z02140,1,05/25/2011 12:00 AM,019,5836 WESTERN AV,,,OMAHA,NE,68132,94,RED,EAGL,VIS,4D,RJD538,NE,11,2E3HD56T2RH364350,1500,N,N,N,N,N,N
Z02162,1,05/21/2011 12:00 AM,034,4737 N 40 AV,,,OMAHA,NE,68111,99,BLU,BUIC,REG,4D,RMX279,NE,11,2G4WB52K5X1402025,2000,Y,N,N,N,N,N
Z02274,1,,000,,,,,,,99,SIL,DODG,TK,LL,,,00,1B4HS28ZXXF528497,,Y,N,N,N,N,N
Z02294,1,,000,,,,,,,96,BLK,STRN,,2D,RJM030,NE,11,1G8ZG1274TZ287551,1000,Y,N,N,N,N,N
Z02301,1,05/22/2011 12:00 AM,057,1005 S 25 AV,,,OMAHA,NE,68105,04,WHI,YAMA,,ATV,,,00,UY4AU11Y04C018240,700,Y,N,N,N,N,N
Z02388,1,05/31/2011 12:00 AM,034,3300 FOWLER AV,,,OMAHA,NE,68111,99,BLU,FORD,TAU,4D,,,00,1FAFP53U2XA286347,2000,N,N,N,N,N,N
Z02394,1,07/20/2011 12:00 AM,091,4535 HAMILTON ST,,,OMAHA,NE,68132,85,BRO/TAN,STRA,,,015BLR,NE,10,BN27S150J485,3000,Y,N,N,N,N,N
Z02397,1,05/22/2011 12:00 AM,034,3000 SORENSON PW,,,OMAHA,NE,,93,GRN,FORD,ESC,4DR,RZT154,NE,11,1FAPP14J0PW331192,,Y,N,N,N,N,N
Z02432,1,,000,,,,,,,00,BRO,,,TL,XIG777,NE,11,1L817201XF1514685,1000,Y,N,N,N,N,N
Z02456,1,,000,,,,,,,09,SIL,HD,,MC,RKW358,NE,11,1HD1KB4199Y658796,15000,Y,N,N,N,N,N
Z02503,1,,000,,,,,,,91,WHI/BLU,CHEV,TK,LL,UNKNOWN,,00,1GNCS18Z4M0119375,500,Y,N,N,N,N,N
Z02516,1,06/10/2011 12:00 AM,047,2800 BLONDO ST,,,OMAHA,NE,,94,RED,JEEP,CRK,UT,REJ252,NE,11,1J4FJ68S3RL241248,,Y,N,N,N,N,N
Z03287,1,05/27/2011 12:00 AM,065,4410 S 11 ST,,,OMAHA,NE,,93,WHI,JEEP,,SW,PUR328,NE,11,1J4FJ68S4PL598208,1500,Y,N,N,N,N,N
Z02560,1,08/08/2011 12:00 AM,064,4200 Q ST,,,OMAHA,NE,68107,10,BLK/RED,KAWK,,MC,RJS081,NE,11,JKAEXMJ13ADA58403,4900,Y,N,N,N,N,N
Z02603,1,05/28/2011 12:00 AM,054,210 S 25 ST,,,OMAHA,NE,68131,96,WHI,CHRY,,4DR,RIJ376,NE,11,1C3EJ56X4TN162018,700,Y,N,N,N,N,N
Z02615,1,,000,,,,,,,08,BLK,HOND,,RS,,,00,JH2PC40468M103175,7400,Y,N,N,N,N,N
Z02630,1,06/14/2011 12:00 AM,091,505 S 15 ST,,,OMAHA,NE,68102,83,BRO,OLDS,CUT,4DR,RJ213,NE,11,1G3AR69AXDM542858,2000,Y,N,N,N,N,N
Z02675,1,,000,,,,,,,96,GRY,CHEV,,2D,UNKNOWN,,00,UNKNOWN,,N,N,N,N,N,N
Z02707,1,,000,,,,,,,03,SIL,NISS,SEN,4D,RXH926,NE,12,3N1CB51D03L703484,10000,Y,N,N,N,N,N
Z02748,1,,000,,,,,,,97,GRY,DODG,TK,PK,SCR309,NE,12,1B7HF16Y5VJ597040,3000,Y,N,N,N,N,N
Z02756,1,05/24/2011 12:00 AM,095,1 CB IOWA ST,,,COUNCIL BLUFFS,IA,,02,BLK,LEXS,,4D,SCT760,NE,12,JTHBD192120058983,10000,Y,N,N,N,N,Y
Z02798,1,,000,,,,,,,94,WHI,OLDS,CUT,2D,,,00,1G3WH15M1RD390200,500,Y,N,N,Y,N,N
Z02823,1,,000,,,,,,,91,BLU,JEEP,LAR,UT,RAJ783,NE,11,1J4FJ58SXML591432,1000,N,N,N,N,N,N
Z02832,1,,000,,,,,,,06,BLU,CADI,,4D,,,00,1G6KD57Y46U109149,30000,Y,N,N,N,N,N
Z02867,1,05/24/2011 12:00 AM,066,2700 G ST,,,OMAHA,NE,68107,94,RED,FORD,ESC,2DR,RZG349,NE,12,1FARP11J5RW166899,2300,N,N,N,N,N,N
Z02873,1,06/03/2011 12:00 AM,036,1 ABBOTT/LOCUST ST,,,OMAHA,NE,,01,WHI,DODG,RAM,TK,923CJO,IA,12,3B7KF23761G226147,11000,Y,N,N,N,N,Y
Z02877,1,05/25/2011 12:00 AM,032,2875 WHITMORE ST,,,OMAHA,NE,68112,98,BLU,CHEV,,SUV,RXW582,NE,11,1GNDT13W2W2247104,2500,N,N,N,N,N,N
Z02912,1,05/24/2011 12:00 AM,074,6101 DODGE ST,,,OMAHA,NE,68132,97,MAR,CHEV,,UT,SEV756,NE,11,1GNEK13R9VJ321205,,N,N,N,N,N,N
Z02917,1,05/24/2011 12:00 AM,036,5702 N 16 ST,,9E,OMAHA,NE,68110,88,TAN/BRO,CHEV,TK,PK,183724,NE,11,1GCDC14K1JZ251939,4000,Y,N,N,N,N,N
Z02932,1,05/24/2011 12:00 AM,036,1304 OGDEN ST,,,OMAHA,NE,68110,79,BLK,CHEV,MOC,2D,548ROA,IA,11,1Z37H9K449711,,N,N,N,N,N,N
Z03364,1,,000,,,,,,,98,GLD,JEEP,TK,UT,PUF100,NE,11,1J4GZ4858WC289681,3250,N,N,N,N,N,N
Z03394,1,,000,,,,,,,01,WHI,,,CAMPER,RCX694,NE,11,1UJAJ01H0113M0105,4950,Y,N,N,N,N,N
Z02981,1,05/24/2011 12:00 AM,031,NORTHRIDGE DR/CLAY ST,,,,,,06,BLU,VOLV,,4D,RTN686,NE,11,YV1RS592162523263,,N,N,N,N,N,N
Z03011,1,05/25/2011 12:00 AM,063,4000 VINTON ST,,,OMAHA,NE,68105,91,BLU,BUIC,,4DR,RZB768,NE,11,1G4AH54N2L6420260,1500,Y,N,N,N,N,N
Z03023,1,05/26/2011 12:00 AM,039,2800 BRISTOL AV,,,OMAHA,NE,,02,GRY,FORD,WIN,VN,RMY515,NE,11,2FMZA534X2BA48344,8000,N,N,N,N,N,N
Z03027,1,05/30/2011 12:00 AM,035,5520 N 27 ST,,,OMAHA,NE,68111,08,BLU,NISS,ALT,4D,RCA424,NE,11,1N4AL21E38N484655,24000,Y,N,N,N,N,Y
Z03048,1,05/31/2011 12:00 AM,095,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,02,WHI,DODG,TK,PK,RBW656,NE,11,1D7HA16KX2J221994,,Y,N,N,N,N,N
Z03051,1,,000,,,,,,,94,GLD,CHEV,CAP,4D,PND475,NE,11,1G1BN52P5RR128902,,N,N,N,N,N,N
Z03080,1,05/25/2011 12:00 AM,028,1510 NW RADIAL HW,,,OMAHA,NE,68104,10,BLU,FORD,CUS,4D,RMU532,NE,11,1FAHP3FN9AW271579,,N,N,N,N,N,N
Z03092,1,05/25/2011 12:00 AM,041,4100 PAXTON BD,,,OMAHA,NE,68111,04,BLU,CHEV,,SUV,RJO641,NE,11,1GNEK13Z34J206128,,N,N,N,N,N,Y
Z03171,1,05/25/2011 12:00 AM,043,4500 FRANKLIN ST,,,OMAHA,NE,68104,06,SIL,CHEV,TK,PK,002TLX,IA,12,1GCEK19T56Z185587,5000,N,N,N,N,N,N
Z03190,1,,000,,,,,,,95,GRN,JEEP,,SUV,RJR537,NE,11,1J4FJ78S3SL505127,3000,Y,N,N,N,N,N
Z03197,1,,000,,,,,,,02,RED,CHEV,,SUV,RJF259,,00,1GNDT13S522421271,,N,N,N,N,N,N
Z03205,1,,000,,,,,,,66,GRN,PONT,LEM,2D,,,00,237176K132105,,Y,N,N,N,N,N
Z03208,1,05/26/2011 12:00 AM,038,2505 BRISTOL ST,,,OMAHA,NE,68111,05,RED,KIA,,4D,PLA488,NE,11,KNAGD126555427353,,Y,N,N,N,N,N
Z03238,1,,000,,,,,,,94,GRN,PONT,,4D,123YCB,NE,11,1G2HZ52L0R4218575,,Y,N,N,N,N,N
Z04115,1,,000,,,,,,,97,WHI,FORD,,PK,,,00,1FTDX07W6VKA53000,8000,N,N,N,N,N,Y
Z04220,1,05/30/2011 12:00 AM,051,400 S 13 ST,,,OMAHA,NE,68102,97,GRN,CHEV,TK,LL,PLC794,NE,11,1GNDT13W5V2155631,,Y,N,N,N,N,N
Z04233,1,,000,,,,,,,87,WHI,OLDS,REG,4DR,627YCB,IA,12,1G3CX5134H4325284,1500,N,N,N,N,N,N
Z04285,1,,000,,,,,,,00,RED,HOND,CIV,2D,OZH656,NE,11,1HGEJ8245YL089433,3000,Y,N,N,N,N,N
Z04295,1,,000,,,,,,,11,WHI,FORD,,PK,RXZ530,NE,11,1FT7W2BT7BEB69437,58000,Y,N,N,N,N,Y
Z04331,1,,000,,,,,,,11,BLK,,,TL,A85711,MO,11,4RACS1014BC030512,3000,Y,N,N,N,N,N
Z03458,1,05/27/2011 12:00 AM,032,2867 READ ST,,,OMAHA,NE,68112,03,RED,PONT,,4D,SCX523,NE,12,1G2WP52K33F147761,,Y,N,N,N,N,Y
Z04371,1,06/03/2011 12:00 AM,036,1895 FOWLER AV,,,OMAHA,NE,68110,96,PLE,FORD,TAU,4DR,RES755,NE,11,1FALP53S7TG125467,,Y,N,N,N,N,N
Z04381,1,06/01/2011 12:00 AM,095,SARPY COUNTY ST,,,,,,05,RED,HOND,ACC,4DR,6A8919,NE,12,1HGCM56755A055744,10000,Y,N,N,N,N,Y
Z04394,1,06/07/2011 12:00 AM,081,13200 WEST CENTER RD,,,OMAHA,NE,68144,03,SIL,KIA,,4DR,RWV682,NE,11,KNAFB121835257315,2000,Y,N,N,N,N,N
Z04490,1,06/02/2011 12:00 AM,031,3600 MC KINLEY ST,,,OMAHA,NE,68112,02,GRN,HOND,ELE,SUV,OKF833,NE,11,5J6YH28513L028507,13000,Y,N,N,N,N,N
Z04494,1,05/31/2011 12:00 AM,029,1301 N 49 ST,,,OMAHA,NE,68132,96,MAR,CADI,DEV,4DR,PVK974,NE,11,1G6KD52Y8TU221004,7500,N,N,N,N,N,N
Z04511,1,06/26/2011 12:00 AM,048,1400 IZARD ST,,,OMAHA,NE,,98,WHI,DODG,RAM,PK,RZR572,NE,11,1B7HF16Y0WSS09670,,Y,N,N,N,N,N
Z04526,1,05/31/2011 12:00 AM,056,1317 S 32 ST,,,OMAHA,NE,68105,02,BLU,CHEV,TK,PK,OWK100,NE,11,3GMEL13T72G247312,,Y,N,N,N,N,N
Z04530,1,06/04/2011 12:00 AM,095,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,00,BLK,DODG,TK,PK,RMZ715,NE,11,1B4HS28N8YF187664,,Y,N,N,N,N,N
Z04533,1,06/03/2011 12:00 AM,079,8600 O PA,,,OMAHA,NE,68127,92,BGE,CHEV,TK,PK,RPJ515,NE,11,1GCEC14ZXNZ150812,,Y,N,N,N,N,N
Z04534,1,06/09/2011 12:00 AM,051,1500 CASS ST,,,OMAHA,NE,68102,96,BLK,JEEP,TK,UT,,,00,1JGZ78Y1TC189617,,Y,N,N,N,N,N
Z04535,1,06/13/2011 12:00 AM,028,2008 N 50 AV,,,OMAHA,NE,68104,99,MAR,CHEV,TK,PK,23273,NE,12,1GCEK14T9XE177315,,Y,N,N,N,N,N
Z04593,1,,000,,,,,,,94,WHI,,,UT,XJT264,NE,11,1B9BCBC18R1072962,,Y,N,N,N,N,N
Z04601,1,,000,,,,,,,99,BLU,CHEV,,VAN,RWX439,NE,12,1GNDM19W7XB137610,,N,N,N,N,N,N
Z04624,1,,000,,,,,,,02,BLU,CHEV,TK,UT,,,00,1GNDT13WX2K195487,1800,Y,N,N,N,N,N
Z04627,1,,000,,,,,,,09,WHI,,,TRL,,,00,4X4TCK6129K009570,9209,Y,N,N,N,N,N
Z04681,1,06/06/2011 12:00 AM,095,1 PLATTSMOUTH ST,,,PLATTSMOUTH,NE,,94,GRN,JEEP,TK,UT,SCV435,NE,12,1J4FJ68S2RL210878,5000,Y,N,N,N,N,N
Z04694,1,08/14/2011 12:00 AM,077,8700 AV/PACIFIC ST,,,OMAHA,NE,,09,SIL,HOND,,4D,ORW088,NE,11,2HGFG12819H532169,19000,Y,N,N,N,N,N
Z04695,1,,000,,,,,,,05,BLK,,,TL,1382BW,IA,11,5PFBD12225D000076,1100,Y,N,N,N,N,N
Z04723,1,06/01/2011 12:00 AM,071,5030 S 57 ST,,,OMAHA,NE,68117,06,GRY,NISS,ALT,4D,RML616,NE,11,1N4BL11E36C205647,,Y,N,N,N,N,Y
Z04732,1,06/02/2011 12:00 AM,037,4812 N 24 ST,,,OMAHA,NE,68110,88,BLU,OLDS,,4D,SCY344,NE,12,1G3CW51C9J4339819,1500,Y,N,N,N,N,N
Z04774,1,,000,,,,,,,99,WHI,HOND,CIV,2D,,,00,1HGEJ8142XL059189,,Y,N,N,N,N,N
Z04784,1,06/01/2011 12:00 AM,048,1700 NICHOLAS ST,,,OMAHA,NE,68102,05,GLD,FORD,,4D,SCX571,NE,11,1FAPPS6U15A291001,,N,N,N,N,N,Y
Z04786,1,06/02/2011 12:00 AM,072,5050 F ST,,,OMAHA,NE,68117,99,BLK,DODG,TK,PK,SBA451,NE,11,3B7HF1331XM575409,9000,Y,N,N,N,N,Y
Z03537,1,08/02/2011 12:00 AM,091,7616 PIERCE ST,,,OMAHA,NE,68124,07,BLU,JEEP,TK,UT,791SZB,IA,11,1J4FF48S01L601120,5000,Y,N,N,N,N,N
Z03551,1,05/27/2011 12:00 AM,084,11517 WESTWOOD LA,,,OMAHA,NE,68144,02,RED,GMC,,PK,23AA8B,MO,12,1GTHK24UX2Z163792,,N,N,N,N,N,N
Z03557,1,06/02/2011 12:00 AM,095,1 UNKNOWN ST,,,CHICAGO,IL,,06,WHI,CHRY,TK,UT,RXS543,NE,12,2A4GM68446R853510,,Y,N,N,N,N,N
Z03567,1,05/27/2011 12:00 AM,029,4616 CHICAGO ST,,,OMAHA,NE,68132,00,YEL,,,,,,00,CAT00304CNAD03204,,Y,N,N,N,N,N
Z04844,1,,000,,,,,,,90,BLK,HOND,CIV,2DR,PTC425,NE,11,JHMED9360LS010078,2000,Y,N,N,N,N,N
Z04852,1,09/03/2011 12:00 AM,095,UNK ST,,,SIOUX CITY,IA,,06,RED,KAWK,,MC,PKU078,NE,12,JKAEXMF156DA25354,1500,Y,N,N,N,N,N
Z03607,1,05/31/2011 12:00 AM,036,3400 SORENSEN PW,,,OMAHA,NE,68111,08,WHI,HOND,,4D,,,00,1HGCP26438A118629,17995,Y,N,N,N,N,Y
Z04888,1,06/01/2011 12:00 AM,046,3000 DODGE ST,,,OMAHA,NE,68131,98,SIL,CHEV,,UT,RJK060,NE,11,1GNDT13W2W2200865,2000,Y,N,N,N,N,N
Z05016,1,,000,,,,,,,11,SIL,CHRY,,VAN,8B5536,NE,11,2A4RR5DG9BR705268,,N,N,N,N,N,N
Z05024,1,06/13/2011 12:00 AM,029,4800 CALIFORNIA ST,,,OMAHA,NE,68132,00,MAR,FORD,TK,VN,NONE,,00,NONE,,Y,N,N,N,N,Y
Z05054,1,,000,,,,,,,98,WHI,CHEV,MOC,2D,PUZ600,NE,11,2G1WW12M9W9196039,,N,N,N,N,N,N
Z05059,1,06/13/2011 12:00 AM,082,5823 S 100 PA,,,OMAHA,NE,68127,05,SIL,MAZD,,4D,RYJ070,TX,10,JM1BK123651270948,11000,Y,N,N,N,N,N
Z05078,1,06/02/2011 12:00 AM,077,333 S 78 ST,,,OMAHA,NE,68114,98,BLU,DODG,RAM,PK,6DJ703,SD,11,3B7HF13Y7WG146148,,N,N,N,N,N,N
Z05080,1,06/04/2011 12:00 AM,079,5306 S 86 CT,,,OMAHA,NE,68127,93,BLU/SIL,FORD,,PK,RVL168,NE,11,1FTEX15H4PKB85951,5000,Y,N,N,Y,N,N
Z05096,1,,000,,,,,,,98,WHI,CHEV,,2DR,PUZ600,NE,11,2G1WW12M9W9196039,6000,N,N,N,N,N,Y
Z05120,1,06/15/2011 12:00 AM,026,4112 N 48 ST,,,OMAHA,NE,68104,93,TAN,CADI,DEV,4D,RJC240,NE,11,1G8CD53B2P4252785,1000,Y,N,N,N,N,N
Z05153,1,07/01/2011 12:00 AM,095,3100 BROADWAY ST,,,COUNCIL BLUFFS,IA,,98,RED,DODG,,UT,903XXK,IA,11,1B4HS28Y8WF209119,8000,Y,N,N,N,N,Y
Z05176,1,06/02/2011 12:00 AM,071,4500 WASHINGTON ST,,,OMAHA,NE,68107,90,MAR,HOND,ACC,4D,RBA264,NE,11,,,N,N,,,,
Z03635,1,,000,,,,,,,88,MAR,OLDS,DLT,4D,RVS519_,NE,12,1G3HN54C7JW344087,,N,N,N,Y,N,N
Z03640,1,,000,,,,,,,08,WHI,,,,XJF619,NE,00,1T9LR24208E661742,5600,Y,N,N,N,N,N
Z05253,1,06/04/2011 12:00 AM,035,2500 FORT ST,,,OMAHA,NE,68111,89,BLU,BUIC,LES,4DR,OSA166,NE,11,1G4HP54C8KH507647,,Y,N,N,N,N,N
Z05302,1,06/03/2011 12:00 AM,029,600 S 46 ST,,,OMAHA,NE,,08,BLU,,,MP,,,00,LL8WZB4F880D00347,250,Y,N,N,N,N,N
Z05313,1,06/18/2011 12:00 AM,036,1600 CARTER___________ BD,,,OMAHA,NE,,05,RED,MAZD,,HB,DRHOLLY,NE,11,JM1BK343551256208,,Y,N,N,N,N,N
Z05325,1,06/17/2011 12:00 AM,095,UNKNOWN ST,,,TULSA,OK,,97,PLE,CHEV,LUM,4D,RIK264,NE,11,2G1WL52M6V9113763,5000,Y,N,N,N,N,N
Z05328,1,,000,,,,,,,02,BLK,,FB,TL,4206LL,IA,11,HONE,2000,Y,N,N,N,N,N
Z05360,1,06/19/2011 12:00 AM,071,6000 L ST,,,OMAHA,NE,68117,96,GRN,NISS,,UT,RTC130,NE,11,JN8AR05S8TW010298,,Y,N,N,N,N,N
Z05389,1,06/15/2011 12:00 AM,038,2400 EVANS ST,,,OMAHA,NE,68111,00,GRN,BUIC,,4D,274PXW,IA,11,1G4HP54K9Y4208174,,Y,N,N,N,N,N
Z05400,1,06/03/2011 12:00 AM,034,3100 LARIMORE AV,,,OMAHA,NE,68111,97,BLU,CHEV,,SV,RIL372,NE,11,1GBDM19WXVB140902,3000,Y,N,N,N,N,Y
Z05462,1,,000,,,,,,,97,RED,CHEV,TK,UT,PUY780,NE,11,1GNDT13W3V2216426,4000,Y,N,N,N,N,N
Z05519,1,,000,,,,,,,99,,CHRY,,4D,,,00,,,Y,N,N,N,N,N
Z05538,1,08/13/2011 12:00 AM,045,807 N 43 ST,,,OMAHA,NE,68131,95,BLU,OLDS,TK,VN,RUB762,NE,12,1G3AJ55M7S6415942,20,Y,N,N,N,N,N
Z05544,1,07/07/2011 12:00 AM,095,1 UNK ST,,,OMAHA,NE,,97,RED,CHEV,,UT,RUF701,NE,11,1GNEK13R0VJ337843,4900,N,N,N,N,N,N
Z05553,1,06/27/2011 12:00 AM,095,OTOE COUNTY SD ST,,,,,,04,WHI,FORD,,PU,RBX449,NE,11,1FTSF31S24ED06571,15000,Y,N,N,N,N,N
Z05569,1,,000,,,,,,,95,SIL,BUIC,,4D,RMU163,NE,11,1G4AG55M2X6437275,1500,Y,N,N,N,N,N
Z05591,1,06/15/2011 12:00 AM,046,3833 CUMING ST,,,OMAHA,NE,68131,93,GRN,OLDS,,4DR,RNW180,NE,11,1G3AG54N2P6361868,1200,Y,N,N,N,N,N
Z05726,1,06/05/2011 12:00 AM,051,1500 JONES ST,,,OMAHA,NE,68102,05,SIL,NISS,ALT,4D,OZF285,NE,11,1N4BL11D85C229772,,Y,N,N,N,N,N
Z05773,1,06/11/2011 12:00 AM,045,123 N 39 ST,,,OMAHA,NE,68131,99,GRN,FORD,TK,PK,RZI743,NE,11,1FTNX20L5XEC31982,5000,Y,N,N,N,N,Y
Z05783,1,06/06/2011 12:00 AM,022,5600 AMES AV,,,OMAHA,NE,68104,87,ONG,CHEV,CAP,4DR,OKG472,NE,11,1G1BN51H7HX184562,3500,Y,N,N,N,N,N
Z05804,1,,000,,,,,,,05,SIL,DODG,NEO,4D,SBK182,NE,12,1B3ES56C05D256767,4500,N,N,N,N,N,N
Z03738,1,,000,,,,,,,74,MAR,HD,,,,,00,8C10215-H4,1500,Y,N,N,N,N,N
Z03793,1,08/05/2011 12:00 AM,054,3200 JACKSON ST,,,OMAHA,NE,68105,89,SIL,DODG,DAY,2DR,SAI039,NE,11,1B3XG74J7KG229213,1000,N,N,N,N,N,N
Z05813,1,,000,,,,,,,03,RED,PONT,GRM,4D,RTI224,NE,12,1G2NE52F93C284015,,N,N,N,N,N,N
Z05840,1,,000,,,,,,,02,BLU,JEEP,TK,SUV,PHP728,NE,11,1J4GL48K52W294122,,N,N,N,N,N,N
Z05858,1,06/08/2011 12:00 AM,095,1 COUNCIL BLUFFS ST,,,COUNCIL BLUFFS,IA,,95,BLK,JEEP,TK,UT,RBF548,NE,11,1J4GZ78S3SC687702,1500,Y,N,N,N,N,N
Z05860,1,,000,,,,,,,06,WHI,CHRY,SEB,4D,RIE633,NE,11,1C3EL56R06N188468,,N,N,N,N,N,N
Z05930,1,06/06/2011 12:00 AM,023,5200 GRAND AV,,,OMAHA,NE,68104,96,RED,PONT,GRA,2DR,REV134,NE,11,1G2WJ12MXTF271313,3000,Y,N,N,N,N,N
Z05965,1,06/07/2011 12:00 AM,077,2439 LARIMORE AV,,,OMAHA,NE,68111,87,GRY,CHEV,,2D,371YLS,WA,11,1GNCT18RXH8214642,,Y,N,N,N,N,N
Z05980,1,,000,,,,,,,99,SIL,CADI,,4D,,,00,1G6KF5493XU718385,1400,N,N,N,N,N,N
Z06005,1,,000,,,,,,,10,BLK,,,TL,,,00,4ZEGD1427A1073409,,Y,N,N,N,N,N
Z06013,1,06/07/2011 12:00 AM,037,2600 SPRAGUE ST,,,OMAHA,NE,68111,94,GRY,FORD,TAU,4D,,,00,1FALP52U0RG102298,2100,N,N,N,N,N,Y
Z06023,1,,000,,,,,,,75,GRN,CHEV,,PK,OOB028,NE,12,CCY245F331420,2000,Y,N,N,N,N,N
Z06067,1,06/22/2011 12:00 AM,095,19811 W HIWAY 31__SARPY CO ST,,,OMAHA,NE,,00,GRN,FORD,,4DR,RPM919,NE,11,1FAFP33P0YW188162,2500,Y,N,N,N,N,Y
Z06205,1,06/07/2011 12:00 AM,067,3007 V ST,,,OMAHA,NE,68107,99,BLK,CADI,ESC,4D,,,00,1GYEK13R5XR401656,,Y,N,N,N,N,Y
Z06224,1,06/07/2011 12:00 AM,038,2500 EVANS ST,,,OMAHA,NE,68111,05,BLK,CHEV,COB,2D,41C242,NE,11,1G1AL12F057579100,,N,N,N,N,N,N
Z06233,1,06/07/2011 12:00 AM,056,3100 MARCY ST,,,OMAHA,NE,68105,86,TAN,CHEV,,PK,740XFO,IA,11,1G3CD14H2GF308468,,N,N,N,N,N,N
Z06235,1,06/11/2011 12:00 AM,043,4116 CHARLES ST,,,OMAHA,NE,68131,02,BLU,CHRY,SEB,2D,RZX776,NE,11,1C3EL55R62N332584,8000,Y,N,N,N,N,N
Z06249,1,06/09/2011 12:00 AM,034,3028 FOWLER AV,,,OMAHA,NE,68111,01,BLK,HYUN,ELA,4D,RJK001,NE,11,KMHDJ45D31U236069,3000,Y,N,N,Y,N,N
Z06282,1,06/08/2011 12:00 AM,074,6300 WILLIAM ST,,,OMAHA,NE,68106,96,GRY,DODG,TK,PK,SGE758,NE,12,3B7MC33C3TM153988,10000,Y,N,N,N,N,N
Z03835,1,05/30/2011 12:00 AM,058,2220 S 18 ST,,,OMAHA,NE,68108,90,RED,GMC,,PK,SCS467,NE,11,1GTDC14Z5LE516823,1500,Y,N,N,N,N,N
Z03839,1,05/28/2011 12:00 AM,026,4549 CAMDEN AV,,,OMAHA,NE,68104,00,GRN,MERC,SAB,4D,,,00,1MELM53S2TA663014,,Y,N,N,N,N,N
Z03842,1,05/29/2011 12:00 AM,064,3650 ORCHARD AV,,,OMAHA,NE,68107,03,SIL,KIA,SPE,4D,RWV682,NE,11,KNAFB121835257315,1500,Y,N,N,N,N,N
Z03851,1,05/29/2011 12:00 AM,012,2738 N 113 ST,,,OMAHA,NE,68164,97,RED,CHEV,,UT,RUF701,NE,11,1GNEK13R0VJ337843,2000,Y,N,N,N,N,N
Z06289,1,,000,,,,,,,96,WHI,VOLK,JET,4D,RMS501,NE,11,3VWWA81H0TM114234,1800,Y,N,N,N,N,N
Z06446,1,,000,,,,,,,78,ONG,FORD,TK,PK,,,00,UNKNOWN,,Y,N,N,N,N,N
Z06488,1,06/08/2011 12:00 AM,047,2900 SEWARD ST,,,OMAHA,NE,68111,94,RED,TOYT,TK,PK,350YCD,IA,12,4TARN01P5RZ231338,,N,N,N,N,N,N
Z06498,1,06/16/2011 12:00 AM,095,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,95,BLK,DODG,TK,PK,RNA956,NE,11,1B7HC16Y4SS286357,1500,Y,N,N,N,N,N
Z06556,1,,000,,,,,,,97,BLK,ACUR,,2D,RVN892,NE,12,JH4DC435XVS000265,25000,Y,N,N,N,N,N
