Class,DescriptionOfClass,BusinessName,Location 2
C     ,Beer/liquor on/off sale,MARGARITAS                          ,"3636 72 STREET
OMAHA, NE
(41.22643034159509, -96.02407387349467)"
C     ,Beer/liquor on/off sale,MARRIOTT COURTYARD                  ,"1625 67 STREET
OMAHA, NE
(41.24353570115225, -96.01456517878874)"
C     ,Beer/liquor on/off sale,MARYLEBONE                          ,"3710 LEAVENWORTH ST
OMAHA, NE
(41.252380655705906, -95.96814409013223)"
C     ,Beer/liquor on/off sale,NIFTY BAR & GRILL                   ,"4721 RADIAL HWY
OMAHA, NE
(41.281230821483945, -95.98462230533019)"
C     ,Beer/liquor on/off sale,NO FRILLS SUPERMARKETS              ,"8005 BLONDO STREET
OMAHA, NE
(41.27781348269451, -96.03598894402262)"
C     ,Beer/liquor on/off sale,NO FRILLS SUPERMARKETS              ,"3548 Q STREET
OMAHA, NE
(41.20540007289526, -95.9671908087812)"
C     ,Beer/liquor on/off sale,NO FRILL SUPERMARKETS               ,"7402 30 STREET
OMAHA, NE
(41.32690753248983, -95.95784162869512)"
C     ,Beer/liquor on/off sale,NO FRILLS SUPERMARKETS              ,"3026 24 STREET
OMAHA, NE
(41.23148189658057, -95.94711889252594)"
C     ,Beer/liquor on/off sale,NO FRILLS SUPERMARKETS              ,"4240 50 STREET
OMAHA, NE
(41.216778006307706, -95.99045223418055)"
C     ,Beer/liquor on/off sale,NO FRILLS SUPERMARKETS              ,"13215 CENTER ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
C     ,Beer/liquor on/off sale,NO FRILLS SUPERMARKETS              ,"1221 203RD ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
C     ,Beer/liquor on/off sale,NEIGHBER'S                          ,"4689 LEAVENWORTH
OMAHA, NE
(41.25238223298895, -95.98467269180662)"
C     ,Beer/liquor on/off sale,"NEST LOUNGE, THE                    ","2638 158 PLAZA
OMAHA, NE
(41.23480464839865, -96.16310007501389)"
C     ,Beer/liquor on/off sale,NICOLA'S                            ,"521 13TH STREET
OMAHA, NE
(41.26396347104055, -95.93303132324336)"
C     ,Beer/liquor on/off sale,NOSH WINE LOUNGE                    ,"1006 DODGE STREET
OMAHA, NE
(41.25970511149571, -95.92932151449963)"
C     ,Beer/liquor on/off sale,NATIVE OMAHANS CLUB                 ,"3819 24 STREET
OMAHA, NE
(41.223088338665264, -95.94695512113233)"
C     ,Beer/liquor on/off sale,"NEW OLD BAR, THE                    ","1008 BANCROFT STREET
OMAHA, NE
(41.234151398172, -95.93019270049581)"
C     ,Beer/liquor on/off sale,NOMAD LOUNGE                        ,"1013 JONES STREET
OMAHA, NE
(41.253295106223405, -95.92940133748579)"
C     ,Beer/liquor on/off sale,"OBAR, THE                           ","15660 CENTER RD
OMAHA, NE
(41.234094408772116, -96.1596776981138)"
C     ,Beer/liquor on/off sale,NORTH SHORE TAVERN                  ,"10148 MAPLE STREET
OMAHA, NE
(41.28522742113148, -96.07035835830807)"
C     ,Beer/liquor on/off sale,OFFICE WEST LOUNGE                  ,"1266 SO 119TH CT
OMAHA, NE
(41.246998863180735, -96.09883273747155)"
C     ,Beer/liquor on/off sale,O'CONNOR'S IRISH PUB                ,"1217 HOWARD STREET
OMAHA, NE
(41.25544734382578, -95.932746775059)"
C     ,Beer/liquor on/off sale,OUTPOST BAR                         ,"6301 SO 36TH ST
OMAHA, NE
(41.19514822266356, -95.96732732208288)"
C     ,Beer/liquor on/off sale,O'LEAVERS                           ,"1322 SADDLE CREEK
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
C     ,Beer/liquor on/off sale,OLSON'S TAVERN                      ,"3207 LEAVENWORTH
OMAHA, NE
(41.25233482614561, -95.96036602461854)"
C     ,Beer/liquor on/off sale,OLD SETTLERS                        ,"5250 21 STREET
OMAHA, NE
(41.20511680732514, -95.94303353590938)"
C     ,Beer/liquor on/off sale,OLD DUNDEE BAR & GRILL              ,"4964 DODGE STREET
OMAHA, NE
(41.25968315058378, -95.989898690021)"
C     ,Beer/liquor on/off sale,OLD MILL LOUNGE                     ,"10944 DODGE RD
OMAHA, NE
(41.26530904553562, -96.08551131101684)"
C     ,Beer/liquor on/off sale,"OLD MARKET TAVERN, THE              ","514 10TH ST
OMAHA, NE
(41.26390391852996, -95.92948052681731)"
C     ,Beer/liquor on/off sale,OLD MARKET SPAGHETTI WORKS          ,"502 11 STREET
OMAHA, NE
(41.255395150102444, -95.93060736652204)"
C     ,Beer/liquor on/off sale,OMAHA COMMUNITY PLAYHOUSE           ,"6915 CASS ST
OMAHA, NE
(41.263307418361876, -96.01984611359671)"
C     ,Beer/liquor on/off sale,OMAHA WINE CO                       ,"701 NO 114TH ST
OMAHA, NE
(41.26638811325903, -96.09093055056368)"
C     ,Beer/liquor on/off sale,ONE-N-GO                            ,"4917 136TH STREET
OMAHA, NE
(41.20859900483224, -96.12516180293888)"
C     ,Beer/liquor on/off sale,OMAHA MINING COMPANY                ,"1713 15
LEAVENWORTH OMAHA, NE
"
C     ,Beer/liquor on/off sale,OMAHA ORIENTAL FOOD AND GIFTS       ,"4425 84TH STREET
OMAHA, NE
(41.21614877898495, -96.04303635606287)"
C     ,Beer/liquor on/off sale,ORDER SONS OF ITALY                 ,"1238 SO 10TH ST
OMAHA, NE
(41.24634620488928, -95.92933834456795)"
C     ,Beer/liquor on/off sale,POPS' PLACE                         ,"3520 F ST
OMAHA, NE
(41.2197442592626, -95.96604866980397)"
C     ,Beer/liquor on/off sale,PASSPORT RESTAURANT                 ,"1101 JACKSON ST
OMAHA, NE
(41.254386143831255, -95.93112799540626)"
C     ,Beer/liquor on/off sale,PIECES LOUNGE                       ,"2615 120 STREET
OMAHA, NE
(41.23521619315036, -96.10029562138006)"
C     ,Beer/liquor on/off sale,PJ'S LOUNGE & GRILL                 ,"7402 F STREET
OMAHA, NE
(41.219726272822015, -96.027067669492)"
C     ,Beer/liquor on/off sale,PIGTAILS BAR                        ,"2056 117TH AVE
OMAHA, NE
(41.278245770870264, -96.09829951355809)"
C     ,Beer/liquor on/off sale,PAXTON BALLROOM                     ,"1403 FARNAM STREET
OMAHA, NE
(41.257542764154095, -95.93522890385987)"
C     ,Beer/liquor on/off sale,PICCOLO PETE'S                      ,"2202 20 STREET
OMAHA, NE
(41.23945709897135, -95.94229853500427)"
C     ,Beer/liquor on/off sale,PICCOLO'S                           ,"13328 MILLARD AVE
OMAHA, NE
(41.210274398294075, -96.12332210628796)"
C     ,Beer/liquor on/off sale,PAT & MIKE'S                        ,"9136 BEDFORD AVE
OMAHA, NE
(41.28877621823165, -96.05425417443774)"
C     ,Beer/liquor on/off sale,PENTHOUSE LOUNGE                    ,"4530 84TH ST
OMAHA, NE
(41.21466785619673, -96.04316646673165)"
C     ,Beer/liquor on/off sale,PARK AVE BAR                        ,"3011 ST MARY'S AVE
OMAHA, NE
(41.25325299807429, -95.95719934103568)"
C     ,Beer/liquor on/off sale,PARKING LOT/THOMASVILLE LOUNGE      ,"5820 SO 99TH ST
OMAHA, NE
(41.20023543706245, -96.06892427207175)"
C     ,Beer/liquor on/off sale,R-BAR                               ,"2056 117TH AVE
OMAHA, NE
(41.278245770870264, -96.09829951355809)"
C     ,Beer/liquor on/off sale,QUIK PIK                            ,"5421 96 STREET
OMAHA, NE
(41.20436664331883, -96.06192366759501)"
C     ,Beer/liquor on/off sale,GOODFELLAS NITE CLUB                ,"623 16 STREET
OMAHA, NE
(41.26502407367741, -95.93704232324566)"
C     ,Beer/liquor on/off sale,REFLECTIONS LOUNGE                  ,"19303 SEWARD STREET
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
C     ,Beer/liquor on/off sale,RIVER CITY SALOON                   ,"1802 VINTON ST
OMAHA, NE
(41.23345892020944, -95.93980645298899)"
C     ,Beer/liquor on/off sale,RZ'Z POOP DECK                      ,"6006 GROVER STREET
OMAHA, NE
(41.22695682193756, -96.00567279841493)"
C     ,Beer/liquor on/off sale,Q CONSUMABLES                       ,"1228 6TH ST
OMAHA, NE
(41.24769310666687, -95.92413223960973)"
C     ,Beer/liquor on/off sale,RUSSTY'S LOUNGE                     ,"3926 16 STREET
OMAHA, NE
(41.221866528403, -95.93742786166706)"
C     ,Beer/liquor on/off sale,RUSTY NAIL INN                      ,"14210 PIERCE PLAZA
OMAHA, NE
(41.24760498381843, -96.13697562943067)"
C     ,Beer/liquor on/off sale,ROSE & CROWN PUB                    ,"515 20TH STREET
OMAHA, NE
(41.263915038865946, -95.9423415527901)"
C     ,Beer/liquor on/off sale,RUSTY NAIL INN                      ,"14210 PIERCE PLAZA
OMAHA, NE
(41.24760498381843, -96.13697562943067)"
C     ,Beer/liquor on/off sale,REGENCY LODGE                       ,"909 107 AVENUE
OMAHA, NE
(41.26827463231631, -96.08054036424083)"
C     ,Beer/liquor on/off sale,REGENCY LODGE                       ,"909 107TH AVE
OMAHA, NE
(41.26827463231631, -96.08054036424083)"
C     ,Beer/liquor on/off sale,RATIGAN'S PHEASANT TAVERN           ,"13909 S PLAZA
OMAHA, NE
(41.202974221927114, -96.13117245131902)"
C     ,Beer/liquor on/off sale,RED EYE TAVERN                      ,"8437 CENTER RD
OMAHA, NE
(41.23416852115378, -96.04507885942024)"
C     ,Beer/liquor on/off sale,RED LOBSTER RESTAURANT 0115         ,"330 72 STREET
OMAHA, NE
(41.262119348069255, -96.02398472519604)"
C     ,Beer/liquor on/off sale,RED CARPET INN                      ,"9305 145 STREET
OMAHA, NE
(41.170205566488114, -96.14024143532572)"
C     ,Beer/liquor on/off sale,REDNECKS                            ,"3421 84 STREET
OMAHA, NE
(41.22999569102144, -96.04304767174729)"
C     ,Beer/liquor on/off sale,RALSTON OLD MARKET SPAGHETTI WORKS  ,"8412 16 PARK DRIVE
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
C     ,Beer/liquor on/off sale,ROMEO'S                             ,"14630 CENTER RD
OMAHA, NE
(41.234013810578595, -96.1432035381626)"
C     ,Beer/liquor on/off sale,ROMEO'S MEXICAN FOOD & PIZZA        ,"2929 FARNAM
OMAHA, NE
(41.257597277691765, -95.95530461730105)"
C     ,Beer/liquor on/off sale,RAMADA TROPICS RESORT & CNFRN CNTR  ,"3321 72 STREET
OMAHA, NE
(41.22852210867342, -96.0238184909802)"
C     ,Beer/liquor on/off sale,SHEVY'S                             ,"2607 MAIN ST
OMAHA, NE
(41.28244092108602, -96.23703752676498)"
C     ,Beer/liquor on/off sale,SPAULDING BAR                       ,"3825 NO 30TH ST
OMAHA, NE
(41.29360018636742, -95.9564987768952)"
C     ,Beer/liquor on/off sale,SUPER SAVER 20                      ,"5710 144 STREET
OMAHA, NE
(41.310083441483336, -96.13893262096943)"
C     ,Beer/liquor on/off sale,SPIRIT WORLD                        ,"7517 PACIFIC STREET
OMAHA, NE
(41.24881034724956, -96.02945087286963)"
C     ,Beer/liquor on/off sale,SPRING INN                          ,"2703 10 STREET
OMAHA, NE
(41.23399341742916, -95.92941965912478)"
C     ,Beer/liquor on/off sale,SGT PEFFER'S ITALIAN CAFE- MILLARD  ,"13760 MILLARD AVE
OMAHA, NE
(41.20709979153065, -96.12825039100852)"
C     ,Beer/liquor on/off sale,SOKOL SOUTH OMAHA                   ,"2021 U STREET
OMAHA, NE
(41.20203660850569, -95.94268428348278)"
C     ,Beer/liquor on/off sale,SOKOL AUDITORIUM                    ,"2234 13 STREET
OMAHA, NE
(41.23900961076312, -95.93340164802811)"
C     ,Beer/liquor on/off sale,SCANDINAVIAN/AMER CLUB              ,"7575 CROWN PT AVE
OMAHA, NE
(41.31276113675307, -96.03006241184954)"
C     ,Beer/liquor on/off sale,STAGE II                            ,"3210 NO 30TH ST
OMAHA, NE
(41.28828159111555, -95.95657880883545)"
C     ,Beer/liquor on/off sale,STU'S PLACE                         ,"9101 BEDFORD AVENUE
OMAHA, NE
(41.288767225011384, -96.0539034388463)"
C     ,Beer/liquor on/off sale,STOKES GRILL & BAR                  ,"1122 HOWARD STREET
OMAHA, NE
(41.255502166606334, -95.93085090514495)"
C     ,Beer/liquor on/off sale,STAYBRIDGE HOTEL                    ,"7825 DAVENPORT ST
OMAHA, NE
(41.26114005227129, -96.03771564231891)"
C     ,Beer/liquor on/off sale,STADIUM BAR                         ,"2601 13 STREET
OMAHA, NE
(41.23488520811036, -95.93325816673028)"
C     ,Beer/liquor on/off sale,STOLI'S LOUNGE                      ,"715 120TH ST
OMAHA, NE
(41.26549355470112, -96.10049125675991)"
C     ,Beer/liquor on/off sale,SIDELINES SPORTS BAR                ,"4821 Q STREET
OMAHA, NE
(41.20526363170063, -95.98781233098757)"
C     ,Beer/liquor on/off sale,SNEAKY PETE'S                       ,"3802 L STREET
OMAHA, NE
(41.21275652709494, -95.97034742910404)"
C     ,Beer/liquor on/off sale,SOUTH OMAHA HILLSIDE                ,"3906 L ST
OMAHA, NE
(41.212621628790544, -95.97147158164063)"
C     ,Beer/liquor on/off sale,STROKERS  SPORTS BAR & GRILL        ,"7812 F STREET
OMAHA, NE
(41.219726272822015, -96.03409137454082)"
C     ,Beer/liquor on/off sale,SHADOW RIDGE COUNTRY CLUB           ,"1501 188TH PLAZA
OMAHA, NE
(41.24560079261773, -96.21024844989415)"
C     ,Beer/liquor on/off sale,SAM'S CLUB 8146                     ,"13130 L STREET
OMAHA, NE
(41.21290166184489, -96.11438289870317)"
C     ,Beer/liquor on/off sale,SULLIVANS                           ,"3926 FARNAM ST
OMAHA, NE
(41.25782241744196, -95.97229336738451)"
C     ,Beer/liquor on/off sale,SMOKE PIT BBQ & LOUNGE              ,"230 25TH STREET
OMAHA, NE
(41.2583613256393, -95.94831816942227)"
C     ,Beer/liquor on/off sale,SEAN O'CASEY'S                      ,"10730 Q ST
OMAHA, NE
(41.205364100014094, -96.07982189973069)"
C     ,Beer/liquor on/off sale,SUNSET VALLEY COUNTRY CLUB          ,"9300 ARBOR ST
OMAHA, NE
(41.236647631535384, -96.05460804795376)"
C     ,Beer/liquor on/off sale,SAM & LOUIE'S NEW YORK PIZZERIA     ,"541 155 PLAZA
OMAHA, NE
(41.2635359972131, -96.15557682314082)"
C     ,Beer/liquor on/off sale,SENOR MATIAS                        ,"2505 90TH ST
OMAHA, NE
(41.235809480656286, -96.05256116998585)"
C     ,Beer/liquor on/off sale,SHARK CLUB                          ,"2808 72 STREET
OMAHA, NE
(41.23253598609285, -96.02395914624137)"
C     ,Beer/liquor on/off sale,SHERI'S WALKING CANE                ,"2909 LEAVENWORTH
OMAHA, NE
(41.25235846414803, -95.95497197692545)"
C     ,Beer/liquor on/off sale,SORTINO'S                           ,"7880 L ST
OMAHA, NE
(41.212711560993455, -96.03737389994774)"
C     ,Beer/liquor on/off sale,TWO FINE IRISHMEN                   ,"18101 R PLAZA
OMAHA, NE
(41.20435685934126, -96.19900904827387)"
C     ,Beer/liquor on/off sale,TAVERN ON Q                         ,"18010 R PLAZA
OMAHA, NE
(41.20385323900484, -96.19747120760377)"
C     ,Beer/liquor on/off sale,TGI FRIDAYS                         ,"3636 156 STREET
OMAHA, NE
(41.29125741072629, -96.1582887631356)"
C     ,Beer/liquor on/off sale,T'S TAVERN                          ,"7821 MILITARY AVE
OMAHA, NE
(41.30340426744309, -96.03453786469922)"
C     ,Beer/liquor on/off sale,TIGER TOM'S PUB                     ,"7103 MILITARY AVE
OMAHA, NE
(41.296663272428646, -96.02213938477144)"
C     ,Beer/liquor on/off sale,TED'S LIQUOR                        ,"8423 30 STREET
OMAHA, NE
(41.33648189256982, -95.9603698571616)"
C     ,Beer/liquor on/off sale,TIME CLOCK LOUNGE                   ,"4601 90 STREET
OMAHA, NE
(41.21321320282141, -96.05248157900334)"
C     ,Beer/liquor on/off sale,T HENERY'S PUB                      ,"318 11 STREET
OMAHA, NE
(41.25731274406591, -95.93063069683087)"
C     ,Beer/liquor on/off sale,TRACKSIDE LOUNGE                    ,"1506 60TH STREET
OMAHA, NE
(41.27326970402475, -96.00490937349548)"
C     ,Beer/liquor on/off sale,TREAT AMERICA                       ,"3555 FARNAM
OMAHA, NE
(41.257685792219945, -95.96558336058602)"
C     ,Beer/liquor on/off sale,TRADER JOE'S 719                    ,"10305 PACIFIC ST
OMAHA, NE
(41.24865659904577, -96.07342255362245)"
C     ,Beer/liquor on/off sale,TRIANGLE BAR                        ,"6801 RAILROAD AVENUE
OMAHA, NE
(41.19137964245846, -95.93718942588373)"
C     ,Beer/liquor on/off sale,UNDERWOOD BAR & GRILL               ,"4918 UNDERWOOD
OMAHA, NE
(41.265133905540154, -95.98836352714544)"
C     ,Beer/liquor on/off sale,VETERANS F W 247                    ,"3302 LEAVENWORTH ST
OMAHA, NE
(41.25238964892617, -95.96181286304596)"
C     ,Beer/liquor on/off sale,VETERANS F W 8334                   ,"5083 SO 136TH ST
OMAHA, NE
(41.20575980170696, -96.12192815714252)"
C     ,Beer/liquor on/off sale,VETERANS FW FLORENCE 3421           ,"3434 MCKINLEY ST
OMAHA, NE
(41.34332219655479, -95.96503189899067)"
C     ,Beer/liquor on/off sale,VETERANS DISABLED AMERICAN 2        ,"4515 F STREET
OMAHA, NE
(41.2197442592626, -95.98131915786149)"
C     ,Beer/liquor on/off sale,VILLA LOSOLE                        ,"3018 20-22-24 SO 32
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
C     ,Beer/liquor on/off sale,VALENTINO'S                         ,"10190 MAPLE STREET
OMAHA, NE
(41.28516094367387, -96.07001029639105)"
C     ,Beer/liquor on/off sale,VARSITY SPORTS CAFE                 ,"9735 Q ST
OMAHA, NE
(41.20528972309551, -96.06461892105693)"
C     ,Beer/liquor on/off sale,WAYSIDE TAVERN                      ,"8503 MAPLE STREET
OMAHA, NE
(41.285017052149215, -96.04539585244913)"
C     ,Beer/liquor on/off sale,WEST LANES                          ,"151 NO 72ND ST
OMAHA, NE
(41.26170662514971, -96.02390205594884)"
C     ,Beer/liquor on/off sale,WET                                 ,"1021 178 STREET
OMAHA, NE
(41.24939570271731, -96.19253069274417)"
C     ,Beer/liquor on/off sale,WHEATFIELDS EXPRESS                 ,"1202 HOWARD STREET
OMAHA, NE
(41.25544734382578, -95.93218919540084)"
C     ,Beer/liquor on/off sale,WHITE HOUSE BAR & GRILL             ,"7768 CASS STREET
OMAHA, NE
(41.26329842514161, -96.03480183894396)"
C     ,Beer/liquor on/off sale,V. MERTZ                            ,"1022 HOWARD ST
OMAHA, NE
(41.255502166606334, -95.92956519766393)"
C     ,Beer/liquor on/off sale,"WAITING ROOM, THE                   ","6212 MAPLE STREET
OMAHA, NE
(41.28505388848919, -96.00842436409579)"
C     ,Beer/liquor on/off sale,WHOLE FOODS MARKET                  ,"10020 REGENCY CIRCLE
OMAHA, NE
(41.2607168815249, -96.06973931601847)"
C     ,Beer/liquor on/off sale,ZIN ROOM                            ,"316 15TH ST
OMAHA, NE
(41.25736201555363, -95.9358986755839)"
C     ,Beer/liquor on/off sale,WELCOME INN                         ,"2332 24 STREET
OMAHA, NE
(41.23703783749237, -95.94711862749904)"
C     ,Beer/liquor on/off sale,WALDO'S PUB                         ,"5936 Q STREET
OMAHA, NE
(41.20522020848938, -96.00438676791305)"
C     ,Beer/liquor on/off sale,WOHLNER'S GROCERY                   ,"2289 67TH ST
OMAHA, NE
(41.23895914915332, -96.01455945357469)"
C     ,Beer/liquor on/off sale,WINCHESTER BAR                      ,"7002 Q STREET
OMAHA, NE
(41.20527416781118, -96.02043966613604)"
C     ,Beer/liquor on/off sale,WINE STYLES                         ,"1006 74TH PLAZA
OMAHA, NE
(41.249527051730404, -96.02789909345064)"
C     ,Beer/liquor on/off sale,BLIND DAVE'S BAR                    ,"5082 136 STREET
OMAHA, NE
(41.20571044848679, -96.1219619397287)"
C     ,Beer/liquor on/off sale,WINERY                              ,"741 NO 98TH ST
OMAHA, NE
(41.26705848861519, -96.06490115615055)"
C     ,Beer/liquor on/off sale,"1020, THE                           ","5013 UNDERWOOD AVE
OMAHA, NE
(41.2650790827596, -95.99081599849092)"
C     ,Beer/liquor on/off sale,20'S NIGHT CLUB                     ,"7301 FARNAM
OMAHA, NE
(41.25777468536004, -96.02562954825939)"
C     ,Beer/liquor on/off sale,3'S LOUNGE                          ,"8919 30 STREET
OMAHA, NE
(41.34122105837473, -95.9617448388837)"
C     ,Beer/liquor on/off sale,21ST AMENDMENT                      ,"4727 96TH
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
CCB   ,Cigar bar + liquor on/off sale,HAVANA GARAGE                       ,"1008 HOWARD STREET
OMAHA, NE
(41.255502166606334, -95.92939370981348)"
CCB   ,Cigar bar + liquor on/off sale,JAKES CIGARS & SPIRITS              ,"6206 MAPLE STREET
OMAHA, NE
(41.28505388848919, -96.00816967609708)"
CCB   ,Cigar bar + liquor on/off sale,NICKLEBYS                           ,"2464 120TH ST
OMAHA, NE
(41.23711603393408, -96.10078285098933)"
CCB   ,Cigar bar + liquor on/off sale,RAVENITE CIGAR BAR & LOUNGE         ,"2615 144 STREET
OMAHA, NE
(41.28293509190909, -96.13874707678698)"
CK    ,Catering + liquor on/off sale,AGAVE                               ,"5013 UNDERWOOD AVE
OMAHA, NE
(41.2650790827596, -95.99081599849092)"
CK    ,Catering + liquor on/off sale,BIAGGI'S RISTORANTE ITALIANO        ,"13655 CALIFORNIA ST
OMAHA, NE
(41.26578954716274, -96.12833132999117)"
CK    ,Catering + liquor on/off sale,BREWBURGER'S                        ,"7515 PACIFIC ST
OMAHA, NE
(41.248755524469004, -96.0295257743635)"
CK    ,Catering + liquor on/off sale,BRICK HOUSE TAVERN & TAP            ,"701 102 STREET
OMAHA, NE
(41.265788015856856, -96.07137905699352)"
CK    ,Catering + liquor on/off sale,BLUE JAY BAR                        ,"2416 DAVENPORT ST
OMAHA, NE
(41.261661659048286, -95.94769350718599)"
CK    ,Catering + liquor on/off sale,BREWBURGER'S                        ,"4629 108TH ST
OMAHA, NE
(41.2130617379275, -96.08133818294333)"
CK    ,Catering + liquor on/off sale,BARLEY'S TIP TOP                    ,"1510 CUMING STREET
OMAHA, NE
(41.26800387267763, -95.93603198536977)"
CK    ,Catering + liquor on/off sale,CLANCY'S PUB                        ,"7120 PACIFIC STREET
OMAHA, NE
(41.24873840148723, -96.02234622883816)"
CK    ,Catering + liquor on/off sale,CLANCY'S/CLUB PATRICK'S             ,"777 114 STREET
OMAHA, NE
(41.26752534084197, -96.09232440283883)"
CK    ,Catering + liquor on/off sale,COME INTO MY KITCHEN CATERING       ,"5423 LEAVENWORTH ST
OMAHA, NE
(41.252362669265324, -95.99772279167593)"
CK    ,Catering + liquor on/off sale,D J'S DUGOUT                        ,"636 114 STREET
OMAHA, NE
(41.26524300065584, -96.09107547401047)"
CK    ,Catering + liquor on/off sale,DOLCE CAFE                          ,"12317 MAPLE DRIVE
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
CK    ,Catering + liquor on/off sale,EDDIE'S CATERING                    ,"5007 09-11 SO 24TH
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
CK    ,Catering + liquor on/off sale,EL DORADO RESTAURANT                ,"5134 24TH ST
OMAHA, NE
(41.20644098046089, -95.94712846419178)"
CK    ,Catering + liquor on/off sale,FLASHBACKS                          ,"3015 SO 83RD PLAZA
OMAHA, NE
(41.23222470937624, -96.04190553076452)"
CK    ,Catering + liquor on/off sale,FIREWATER GRILLE                    ,"7007 GROVER STREET
OMAHA, NE
(41.22701078125937, -96.02212139833085)"
CK    ,Catering + liquor on/off sale,FARRELL'S SPORTS PUB                ,"902 DODGE STREET
OMAHA, NE
(41.259629191262036, -95.92828613779369)"
CK    ,Catering + liquor on/off sale,G I FORUM                           ,"2002 N STREET
OMAHA, NE
(41.20968084575475, -95.9423965004334)"
CK    ,Catering + liquor on/off sale,GOODNIGHTS HEADQUARTERS             ,"1302 MIKE FAHEY ST
OMAHA, NE
(41.26590732248536, -95.93315486538351)"
CK    ,Catering + liquor on/off sale,GOLDEEZ                             ,"5502 103 STREET
OMAHA, NE
(41.30825179928135, -96.07466895258807)"
CK    ,Catering + liquor on/off sale,GEORGETOWNE CLUB                    ,"2440 141 CIRCLE
OMAHA, NE
(41.23650953245009, -96.13560486309188)"
CK    ,Catering + liquor on/off sale,HY VEE 3                            ,"8809 CENTER ROAD
OMAHA, NE
(41.23414032450374, -96.05106509877342)"
CK    ,Catering + liquor on/off sale,HY VEE WINE & SPIRITS 4             ,"10120 MAPLE STREET
OMAHA, NE
(41.28522139784508, -96.07011742685194)"
CK    ,Catering + liquor on/off sale,HY VEE WINE & SPIRITS 6             ,"9725 Q STREET
OMAHA, NE
(41.205286471700326, -96.06417998270793)"
CK    ,Catering + liquor on/off sale,COCO KEY WATER RESORT & HOTEL OMAHA ,"3321 72 STREET
OMAHA, NE
(41.22852210867342, -96.0238184909802)"
CK    ,Catering + liquor on/off sale,ICEHOUSE                            ,"10920 EMMET STREET
OMAHA, NE
(41.28927983856806, -96.08317637089999)"
CK    ,Catering + liquor on/off sale,INGREDIENT RESTAURANT               ,"10317 PACIFIC ST
OMAHA, NE
(41.24871142182633, -96.07492059467103)"
CK    ,Catering + liquor on/off sale,O'BRIEN'S LOUNGE                    ,"1014 1016 S 74TH PLZ
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
CK    ,Catering + liquor on/off sale,LEVY PREMIUM FOODSERVICE            ,"455 10 STREET
OMAHA, NE
(41.26319184990429, -95.92917846964345)"
CK    ,Catering + liquor on/off sale,LIVESTOCK EXCHANGE                  ,"4920 30 STREET
OMAHA, NE
(41.216274681552946, -95.95709630795983)"
CK    ,Catering + liquor on/off sale,LIV LOUNGE                          ,"2279 67TH ST
OMAHA, NE
(41.23900047635042, -96.01456806969506)"
CK    ,Catering + liquor on/off sale,LAZLO'S BREWERY & GRILL - OMAHA     ,"2425 192 AVENUE
OMAHA, NE
(41.23844931725769, -96.21618076887589)"
CK    ,Catering + liquor on/off sale,MCFLY'S CENTER STREET TAVERN        ,"4503 CENTER ST
OMAHA, NE
(41.24148900247229, -95.98063965767675)"
CK    ,Catering + liquor on/off sale,MCKENNA'S BLUES BOOZE & BBQ         ,"7425 PACIFIC STREET
OMAHA, NE
(41.2488013540293, -96.02749035084577)"
CK    ,Catering + liquor on/off sale,MANGIA ITALIANA                     ,"6516 IRVINGTON ROAD
OMAHA, NE
(41.31839988587683, -96.0536516286781)"
CK    ,Catering + liquor on/off sale,O                                   ,"1015 FARNAM STREET
OMAHA, NE
(41.257542764154095, -95.92995887676818)"
CK    ,Catering + liquor on/off sale,OLD MATTRESS FACTORY BAR & GRILL    ,"501 13TH ST
OMAHA, NE
(41.2637585346221, -95.93303303104685)"
CK    ,Catering + liquor on/off sale,OMAHA MARRIOTT HOTEL                ,"10220 REGENCY CIRCLE
OMAHA, NE
(41.259851448126085, -96.07333116598191)"
CK    ,Catering + liquor on/off sale,PIZZA SHOPPE                        ,"6056 MAPLE STREET
OMAHA, NE
(41.28499906570863, -96.00638326281808)"
CK    ,Catering + liquor on/off sale,PATRICK'S MARKET                    ,"1416 HOWARD STREET
OMAHA, NE
(41.25549230992726, -95.93556165301072)"
CK    ,Catering + liquor on/off sale,PAULI'S                             ,"4016 18
LEAVENWORTH OMAHA, NE
"
CK    ,Catering + liquor on/off sale,PALETERIA Y RESTAURANT SAN LUIS     ,"4802 4804 S 24TH ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
CK    ,Catering + liquor on/off sale,PHOENIX FOOD & SPIRITS              ,"12015 BLONDO STREET
OMAHA, NE
(41.277560809067495, -96.1013896388628)"
CK    ,Catering + liquor on/off sale,DEL MARE RESTAURANT & REEF LOUNGE   ,"810 169 STREET
OMAHA, NE
(41.25162841922986, -96.17921919734492)"
