RestaurantName,Rating,InspectionDate,Location 1
SHOPKO STORES #146,EXCELLENT,03/10/2011 12:00 AM,"5646 NO 90 ST
Omaha, NE
(41.31129183107944, -96.05277461174711)"
SHOPKO STORES #156,EXCELLENT,04/08/2011 12:00 AM,"14445 W CENTER RD
Omaha, NE
(41.23378267613998, -96.13960882823858)"
SHUCKS FISH HOUSE/OYSTER BAR,EXCELLENT,01/19/2011 12:00 AM,"16901 WRIGHT PLZ, STE 198
Omaha, NE
(41.23306321851652, -96.1785224924464)"
SIDE DOOR LOUNGE,EXCELLENT,07/29/2011 12:00 AM,"3530 LEAVENWORTH ST
Omaha, NE
(41.25243547848646, -95.96449742923564)"
SIEDLIK BAKERY,EXCELLENT,05/02/2011 12:00 AM,"4524 SO 84 ST
Omaha, NE
(41.21466308979706, -96.04309358805409)"
SIENNA/FRANCIS HOUSE,STANDARD,03/14/2011 12:00 AM,"1111 NO 17 ST
Omaha, NE
(41.271886950521434, -95.93834955130154)"
SINA WAY CHINESE RESTAURANT,STANDARD,06/28/2011 12:00 AM,"9939 REDICK CIR
Omaha, NE
(41.31812109604772, -96.06849044216153)"
SIZZLER STEAK HOUSE #0117,STANDARD,02/10/2011 12:00 AM,"5132 L ST
Omaha, NE
(41.21252270336731, -95.99542052728088)"
SIZZLER STEAK HOUSE #0413,STANDARD,05/25/2011 12:00 AM,"2822 NO 88 ST
Omaha, NE
(41.28445947249105, -96.04877730327928)"
SIZZLER STEAK HOUSE #0485,STANDARD,02/18/2011 12:00 AM,"14323 ARBOR ST
Omaha, NE
(41.23569823206236, -96.13792709604377)"
SKATE DAZE,EXCELLENT,04/15/2011 12:00 AM,"3616 SO 132 ST
Omaha, NE
(41.22449267957728, -96.11992266901723)"
SKEETS RIBS,FAIR,04/08/2010 12:00 AM,"2201 NO 24 ST
Omaha, NE
(41.278955621671685, -95.94704599532486)"
SKINNER ELEMENTARY SCHOOL,EXCELLENT,06/23/2011 12:00 AM,"4304 NO 33 ST
Omaha, NE
(41.29760756055941, -95.96129125626896)"
SKYLINE ELEMENTARY,SUPERIOR,03/10/2011 12:00 AM,"400 SO 210 ST
Omaha, NE
(41.25473479588703, -96.24373574751438)"
SKYLINE RETIREMENT COMMUNITY,EXCELLENT,05/03/2011 12:00 AM,"7350 GRACELAND DR
Omaha, NE
(41.2978233978464, -96.02757128982836)"
SKYYBOX GRILL & BAR,STANDARD,07/28/2011 12:00 AM,"6720 SO 168 ST
Omaha, NE
(41.19200916787901, -96.17752424499389)"
SLEEPLESS FROM SEATTLE,EXCELLENT,03/14/2011 12:00 AM,"201 SO 16 ST
Omaha, NE
(41.25811833025284, -95.93718043266347)"
SMASHBURGER,EXCELLENT,04/25/2011 12:00 AM,"12330 K PLZ, STE 101
Omaha, NE
(41.213447053140285, -96.10658886300405)"
SMASHBURGER,EXCELLENT,06/27/2011 12:00 AM,"7204 JONES ST
Omaha, NE
(41.254369020849424, -96.02397773786905)"
SMEJ'S SNACKS & MORE,EXCELLENT,05/09/2011 12:00 AM,"1941 SO 42 ST
Omaha, NE
(41.241197739958146, -95.97576654860381)"
SMOKE PIT BAR-B-QUE INC,STANDARD,07/19/2011 12:00 AM,"230 SO 25 ST
Omaha, NE
(41.25799242516871, -95.94819712752235)"
SNACK ATTACK,STANDARD,05/25/2011 12:00 AM,"4854 Q ST
Omaha, NE
(41.20531913391261, -95.98810903918269)"
SNEAKY PETES,STANDARD,06/13/2011 12:00 AM,"3802 L ST
Omaha, NE
(41.21275652709494, -95.97034742910404)"
SNO-FLOSS OF OMAHA,STANDARD,06/20/2011 12:00 AM,"1804 CAPITAL AVE
Omaha, NE
(41.26073560363493, -95.93991365049591)"
SONIC DRIVE-IN,STANDARD,06/23/2011 12:00 AM,"3505 NO 90 ST
Omaha, NE
(41.29156411652252, -96.05289619817347)"
SONIC DRIVE-IN,STANDARD,02/11/2010 12:00 AM,"4565 CUMING ST
Omaha, NE
(41.2679389268128, -95.98246129683872)"
SONIC DRIVE-IN,EXCELLENT,04/19/2010 12:00 AM,"5402 SO 108 ST
Omaha, NE
(41.20400612374982, -96.08148564548492)"
SONIC DRIVE-IN,EXCELLENT,02/10/2011 12:00 AM,"14598 W MAPLE RD
Omaha, NE
(41.29225659448508, -96.14152438416102)"
SONIC DRIVE-IN,EXCELLENT,04/07/2011 12:00 AM,"5414 NO 30 ST
Omaha, NE
(41.30871936755057, -95.9566403462503)"
SONIC DRIVE-IN,STANDARD,05/16/2011 12:00 AM,"4302 L ST
Omaha, NE
(41.21258565590938, -95.97898092058529)"
SONIC DRIVE-IN,EXCELLENT,06/21/2011 12:00 AM,"18605 W CENTER RD
Omaha, NE
(41.23397153376612, -96.20629355671116)"
SONIC DRIVE-IN,EXCELLENT,07/27/2011 12:00 AM,"15415 WEIR ST
Omaha, NE
(41.20620046950131, -96.15660601459234)"
SONS OF ITALY,STANDARD,03/31/2011 12:00 AM,"1238 SO 10 ST
Omaha, NE
(41.24634620488928, -95.92933834456795)"
SOUL DESIRES,EXCELLENT,03/30/2011 12:00 AM,"1026 JACKSON ST
Omaha, NE
(41.25444096661181, -95.92961419412721)"
SOUP REVOLUTION,STANDARD,07/22/2010 12:00 AM,"1510 CUMINGS ST
Omaha, NE
(41.26800387267763, -95.93603198536977)"
SOUTH HI SCH CAFETERIA,EXCELLENT,05/12/2011 12:00 AM,"4519 SO 24 ST
Omaha, NE
(41.21352095081983, -95.94704599532486)"
SOUTH OMAHA BOYS & GIRLS CLUB,EXCELLENT,06/20/2011 12:00 AM,"5051 SO 22 ST
Omaha, NE
(41.20692892034509, -95.94420413771229)"
SOUTH OMAHA CONOCO,STANDARD,06/14/2011 12:00 AM,"4201 SO 24 ST
Omaha, NE
(41.21810749316927, -95.9470370021046)"
SOUTH OMAHA SOKOL,EXCELLENT,12/21/2010 12:00 AM,"2021 U ST
Omaha, NE
(41.20203660850569, -95.94268428348278)"
SPAULDING BAR,EXCELLENT,03/10/2011 12:00 AM,"3825 NO 30 ST
Omaha, NE
(41.29360018636742, -95.9564987768952)"
SPEEDEE MART,EXCELLENT,07/20/2011 12:00 AM,"13804 MANDERSON CIR
Omaha, NE
(41.29310418874693, -96.12836417015895)"
SPEEDEE MART,STANDARD,10/05/2010 12:00 AM,"4334 SO 84 ST
Omaha, NE
(41.2167764965659, -96.04311157449467)"
SPEEDEE MART,EXCELLENT,04/06/2011 12:00 AM,"2920 SO 120 ST
Omaha, NE
(41.23165128293056, -96.10073113691192)"
SPEEDEE MART,STANDARD,04/22/2011 12:00 AM,"13235 GROVER ST
Omaha, NE
(41.22578770329949, -96.12041729613333)"
SPEZIA,EXCELLENT,04/18/2011 12:00 AM,"3125 SO 72 ST
Omaha, NE
(41.22998753717633, -96.02388406950826)"
SPIRIT WORLD,EXCELLENT,04/22/2011 12:00 AM,"7517 PACIFIC ST
Omaha, NE
(41.24881034724956, -96.02945087286963)"
SPORTS LODGE,STANDARD,02/23/2011 12:00 AM,"9226 MORMON BRIDGE RD
Omaha, NE
(41.34311036516536, -95.98325193229846)"
SPRING INN BAR,EXCELLENT,04/20/2011 12:00 AM,"2703 SO 10 ST
Omaha, NE
(41.23403448630819, -95.92949122931293)"
SPRING LAKE GOLF COURSE,EXCELLENT,06/08/2011 12:00 AM,"4020 HECTOR BLVD
Omaha, NE
(41.222011584520025, -95.93979668311796)"
SPRING LAKE SCHOOL,SUPERIOR,06/13/2011 12:00 AM,"4215 SO 20 ST
Omaha, NE
(41.21827515250241, -95.94166711300205)"
SPRING RIDGE ELEMENTARY,SUPERIOR,03/04/2011 12:00 AM,"17830 SHADOW RIDGE DR
Omaha, NE
(41.24503031069369, -96.19416837153832)"
SPRINGVILLE SCH CAFETERIA,SUPERIOR,05/10/2011 12:00 AM,"7300 NO 60 ST
Omaha, NE
(41.324827129619955, -96.00472081682886)"
S & S SERVICE,STANDARD,06/14/2011 12:00 AM,"5920 SORENSEN PKY
Omaha, NE
(41.31767143503305, -96.004170930626)"
STACY'S WASH N SHINE,EXCELLENT,04/28/2011 12:00 AM,"3711 NO 90 ST
Omaha, NE
(41.293236855497014, -96.05251848292119)"
STADIUM BAR,EXCELLENT,10/28/2010 12:00 AM,"2601 SO 13 ST
Omaha, NE
(41.234583072746034, -95.93333133437807)"
STADIUM CLUB (THE),STANDARD,04/27/2011 12:00 AM,"414 SO 10 ST
Omaha, NE
(41.25634171959491, -95.92933033043016)"
STAGE II LOUNGE,EXCELLENT,02/09/2011 12:00 AM,"3210 NO 30 ST
Omaha, NE
(41.28828159111555, -95.95657880883545)"
STANDING BEAR ELEMENTARY,SUPERIOR,04/14/2011 12:00 AM,"15660 TAYLOR ST
Omaha, NE
(41.2978503775073, -96.15926800779908)"
STARBUCK'S COFFEE,EXCELLENT,05/26/2011 12:00 AM,"222 SO 15 ST
Omaha, NE
(41.25810933703252, -95.9358224563992)"
STARBUCK'S COFFEE,EXCELLENT,08/20/2010 12:00 AM,"411 NO 114 ST
Omaha, NE
(41.26203038108031, -96.09097349289402)"
STARBUCK'S COFFEE,EXCELLENT,07/08/2011 12:00 AM,"14801 W MAPLE RD
Omaha, NE
(41.29206773685888, -96.14555334685224)"
STARBUCK'S COFFEE,EXCELLENT,06/27/2011 12:00 AM,"12245 W CENTER RD
Omaha, NE
(41.233989520206705, -96.10306937418812)"
STARBUCK'S COFFEE,EXCELLENT,05/12/2011 12:00 AM,"219 SO 72 ST
Omaha, NE
(41.258630089324754, -96.02380733675574)"
STARBUCK'S COFFEE,EXCELLENT,04/22/2011 12:00 AM,"587 NO 155 PLZ
Omaha, NE
(41.26475097892502, -96.15686479272944)"
STARBUCK'S COFFEE,EXCELLENT,04/20/2011 12:00 AM,"3001 SO 144 ST
Omaha, NE
(41.229154416997, -96.1383808984178)"
STARBUCK'S COFFEE,EXCELLENT,03/25/2011 12:00 AM,"17396 W CENTER RD
Omaha, NE
(41.23426841971755, -96.18673454069508)"
STARBUCK'S COFFEE,EXCELLENT,04/08/2011 12:00 AM,"8734 PACIFIC ST
Omaha, NE
(41.24885617680985, -96.04827581883266)"
STAR DELI,STANDARD,03/29/2011 12:00 AM,"1319 SO 50 ST
Omaha, NE
(41.24665887663272, -95.99006680227367)"
STARSKY'S LOUNGE,STANDARD,03/04/2011 12:00 AM,"4020 SO 13 ST
Omaha, NE
(41.221992564335835, -95.93334032759833)"
ST BERNARD'S SCH CAFETERIA,SUPERIOR,03/10/2011 12:00 AM,"3604 NO 65 ST
Omaha, NE
(41.29133928601516, -96.01188711363739)"
STEPHEN CENTER (THE),EXCELLENT,05/25/2011 12:00 AM,"5217 SO 29 ST
Omaha, NE
(41.20536464403338, -95.95596876581386)"
STERLING DISTRIBUTING CO,STANDARD,06/20/2011 12:00 AM,"4433 SO 96 ST
Omaha, NE
(41.2147170491188, -96.06226713371876)"
STEVE HOGAN GOLF COURSE,STANDARD,07/27/2011 12:00 AM,"6100 NO 24 ST
Omaha, NE
(41.31566594690776, -95.94694706990163)"
ST FRANCES CABRINI,EXCELLENT,03/14/2011 12:00 AM,"1333 SO 10 ST
Omaha, NE
(41.24678285511835, -95.92925653914543)"
ST GERALD SCHOOL,EXCELLENT,01/21/2011 12:00 AM,"7857 LAKEVIEW ST
Omaha, NE
(41.208835172192906, -96.03568464466274)"
ST JAMES SETON SCHOOL,SUPERIOR,03/08/2011 12:00 AM,"4720 NO 90 ST
Omaha, NE
(41.30170846901302, -96.05270734054733)"
ST JOAN OF ARC SCHOOL,EXCELLENT,03/16/2011 12:00 AM,"7501 VINTON ST
Omaha, NE
(41.22982674982945, -96.02876624454773)"
ST MARGARET MARY SCHOOL,SUPERIOR,05/12/2011 12:00 AM,"123 NO 61 ST
Omaha, NE
(41.2614857065508, -96.00581147389781)"
ST MIHIEL VET/FOREIGN WARS,STANDARD,02/23/2011 12:00 AM,"3302 LEAVENWORTH ST
Omaha, NE
(41.25238964892617, -95.96181286304596)"
ST NICHOLAS SERB ORTH CHURCH,EXCELLENT,09/27/2010 12:00 AM,"5050 HARRISON ST
Omaha, NE
(41.190750117037965, -95.99310926966564)"
STOKE'S GRILL & BAR,EXCELLENT,07/12/2011 12:00 AM,"1122 HOWARD ST
Omaha, NE
(41.255502166606334, -95.93085090514495)"
STOKE'S GRILL & BAR,EXCELLENT,02/04/2011 12:00 AM,"646 NO 114 ST
Omaha, NE
(41.26542293222148, -96.091062265147)"
STOLIS LOUNGE,EXCELLENT,07/27/2011 12:00 AM,"715 NO 120 ST
Omaha, NE
(41.26549355470112, -96.10049125675991)"
STONE CREEK GOLF COURSE,EXCELLENT,04/13/2011 12:00 AM,"6220 NO 160 AVE
Omaha, NE
(41.314907465225446, -96.16423360986562)"
STOYSICH HOUSE OF SAUSAGE,STANDARD,02/08/2011 12:00 AM,"2502 SO 130 AVE
Omaha, NE
(41.23580615070591, -96.1175124859787)"
STOYSICH HOUSE OF SAUSAGE,FAIR,05/18/2011 12:00 AM,"2532 SO 24 ST
Omaha, NE
(41.23437622867931, -95.94704599532486)"
ST PATRICKS SCHOOL,SUPERIOR,03/15/2011 12:00 AM,"20500 W MAPLE RD
Omaha, NE
(41.29207759353801, -96.23540702610983)"
ST PAUL LUTHERAN CHURCH/SCH,EXCELLENT,04/13/2011 12:00 AM,"5016 GRAND AVE
Omaha, NE
(41.30318583676645, -95.99157557282143)"
ST PHILIP NERI SCHOOL,EXCELLENT,04/15/2011 12:00 AM,"8202 NO 31 ST
Omaha, NE
(41.33441681121866, -95.96130924270955)"
ST PIUS THE TENTH SCHOOL,EXCELLENT,03/18/2011 12:00 AM,"6905 BLONDO ST
Omaha, NE
(41.27777750981335, -96.0200889305446)"
STRIKE ZONE,EXCELLENT,02/28/2011 12:00 AM,"2900 SO 110 ST
Omaha, NE
(41.23260670594508, -96.08443609810918)"
ST ROBERT BELLARMINE SCH,SUPERIOR,04/08/2011 12:00 AM,"11900 PACIFIC ST
Omaha, NE
(41.2486664557249, -96.0986267233634)"
STROKERS SPORTS BAR & GRILL,EXCELLENT,04/27/2011 12:00 AM,"7812 F ST
Omaha, NE
(41.219726272822015, -96.03409137454082)"
ST ROSE CHURCH BINGO,EXCELLENT,05/04/2011 12:00 AM,"4102 SO 13 ST
Omaha, NE
(41.21960036773788, -95.93334932081865)"
STS PETER AND PAUL SCHOOL,SUPERIOR,03/17/2011 12:00 AM,"3619 X ST
Omaha, NE
(41.19904100268934, -95.96782071229994)"
ST STANISLAUS SCHOOL,EXCELLENT,04/15/2011 12:00 AM,"4501 SO 41 ST
Omaha, NE
(41.21387168641127, -95.97443035111706)"
ST STEPHEN THE MARTYR,SUPERIOR,12/07/2010 12:00 AM,"16701 SO ST
Omaha, NE
(41.20390080230623, -96.17516232629197)"
ST THOMAS MORE SCHOOL,SUPERIOR,05/13/2011 12:00 AM,"3515 SO 48 ST
Omaha, NE
(41.226772351981275, -95.9853937760999)"
STU'S PLACE,EXCELLENT,05/31/2011 12:00 AM,"9101 BEDFORD AVE
Omaha, NE
(41.288767225011384, -96.0539034388463)"
ST VINCENT DE PAUL SCHOOL,EXCELLENT,12/15/2010 12:00 AM,"14330 EAGLE RUN DR
Omaha, NE
(41.28771490207862, -96.13719928666087)"
ST WENCESLAUS SCHOOL,SUPERIOR,12/07/2010 12:00 AM,"15353 PACIFIC ST
Omaha, NE
(41.248513570979924, -96.15376415697978)"
SUBSOUTH INC,EXCELLENT,04/25/2011 12:00 AM,"3414 SO 144 ST
Omaha, NE
(41.22751490437718, -96.13872709107814)"
SUBWAY,EXCELLENT,05/04/2011 12:00 AM,"10730 PACIFIC ST
Omaha, NE
(41.24881034724956, -96.08112591667322)"
SUBWAY,EXCELLENT,03/22/2010 12:00 AM,"14235 Q ST
Omaha, NE
(41.20534611357351, -96.13672200452453)"
SUBWAY,STANDARD,03/25/2010 12:00 AM,"4020 DODGE ST
Omaha, NE
(41.25964717770262, -95.97419652738944)"
SUBWAY,EXCELLENT,04/09/2010 12:00 AM,"10000 CALIFORNIA
Omaha, NE
(41.264523028662666, -96.06701102755102)"
SUBWAY,STANDARD,04/20/2010 12:00 AM,"901 NO 24 ST
Omaha, NE
(41.26828066918392, -95.94702800888427)"
SUBWAY,STANDARD,02/23/2011 12:00 AM,"6009 MAPLE STREET
Omaha, NE
(41.28499906570863, -96.00525911028143)"
SUBWAY,EXCELLENT,03/03/2011 12:00 AM,"2717 NO 90 ST
Omaha, NE
(41.28388390639225, -96.05253646936177)"
SUBWAY,EXCELLENT,03/10/2011 12:00 AM,"1119 NO 204 AVE, STE 101
Omaha, NE
(41.268949233908806, -96.23523374131308)"
SUBWAY,STANDARD,03/14/2011 12:00 AM,"4455 NO 72 ST
Omaha, NE
(41.29922634021216, -96.02375816442418)"
SUBWAY,EXCELLENT,03/17/2011 12:00 AM,"302 NO 168 ST
Omaha, NE
(41.25569235177648, -96.17719158489125)"
SUBWAY,STANDARD,03/18/2011 12:00 AM,"3114 SO 24 ST
Omaha, NE
(41.230389654511036, -95.94712184121344)"
SUBWAY,STANDARD,03/28/2011 12:00 AM,"1212 HOWARD ST
Omaha, NE
(41.255502166606334, -95.93205493760676)"
SUBWAY,EXCELLENT,04/19/2011 12:00 AM,"210 SO 16 ST
Omaha, NE
(41.25834316076015, -95.93718043266347)"
SUBWAY,STANDARD,04/20/2011 12:00 AM,"10814 COTTONWOOD LANE
Omaha, NE
(41.28603328604231, -96.08208819124457)"
SUBWAY,EXCELLENT,04/21/2011 12:00 AM,"10780 M ST
Omaha, NE
(41.21124566608569, -96.08091907260643)"
SUBWAY,STANDARD,05/02/2011 12:00 AM,"6304 NO 99 ST
Omaha, NE
(41.315647960467174, -96.06641300827386)"
SUBWAY,STANDARD,05/11/2011 12:00 AM,"7254 NO 30
Omaha, NE
(41.260689999643944, -95.94059000012828)"
SUBWAY,EXCELLENT,05/11/2011 12:00 AM,"7444 PACIFIC ST
Omaha, NE
(41.2488013540293, -96.02898322541438)"
SUBWAY,EXCELLENT,05/18/2011 12:00 AM,"630 NO 114 ST
Omaha, NE
(41.26490821157404, -96.0910184589955)"
SUBWAY,EXCELLENT,05/24/2011 12:00 AM,"5912 AMES AVE
Omaha, NE
(41.299610455280586, -96.00373157307835)"
SUBWAY,EXCELLENT,05/24/2011 12:00 AM,"5048 L ST
Omaha, NE
(41.21252270336731, -95.99299235780182)"
SUBWAY,EXCELLENT,05/27/2011 12:00 AM,"2509 ABBOTT PLZ
Omaha, NE
(41.28143297150266, -95.91063589970149)"
SUBWAY,EXCELLENT,05/27/2011 12:00 AM,"16960 W MAPLE RD
Omaha, NE
(41.29220263516328, -96.18015026531941)"
SUBWAY,EXCELLENT,07/05/2011 12:00 AM,"13828 MANDERSON CIR
Omaha, NE
(41.293108835253435, -96.1286615465743)"
SUBWAY,EXCELLENT,07/15/2011 12:00 AM,"3040 AMES AVE
Omaha, NE
(41.299631898584096, -95.95747741143485)"
SUBWAY,STANDARD,07/15/2011 12:00 AM,"2579 SO 177 PLZ
Omaha, NE
(41.23605531270227, -96.19134999592522)"
SUBWAY,EXCELLENT,07/18/2011 12:00 AM,"12243 W CENTER RD
Omaha, NE
(41.23393283930065, -96.10367031600448)"
SUBWAY,EXCELLENT,07/21/2011 12:00 AM,"5003 UNDERWOOD
Omaha, NE
(41.2650247029895, -95.99036700645927)"
SUBWAY,EXCELLENT,08/01/2011 12:00 AM,"15805 W MAPLE RD
Omaha, NE
(41.292003920858065, -96.1609901876007)"
SUBWAY,EXCELLENT,04/19/2010 12:00 AM,"9539 Q ST
Omaha, NE
(41.20529129079296, -96.06055968091394)"
SUBWAY,EXCELLENT,04/27/2011 12:00 AM,"5005 CENTER ST
Omaha, NE
(41.241489865931044, -95.99051922222122)"
SUBWAY/GOODRICH,EXCELLENT,05/02/2011 12:00 AM,"3021 SO 84 ST
Omaha, NE
(41.23121061513615, -96.04311157449467)"
SUBWAY/GOODRICH,EXCELLENT,05/20/2011 12:00 AM,"2302 L ST
Omaha, NE
(41.212270893199104, -95.94576895804323)"
SUBWAY/IN WALMART,EXCELLENT,06/09/2011 12:00 AM,"1606 SO 72 ST
Omaha, NE
(41.24446662184806, -96.02395601527058)"
SUBWAY/IN WALMART,EXCELLENT,06/16/2011 12:00 AM,"18201 WRIGHT ST
Omaha, NE
(41.23314415749917, -96.19778597031399)"
SUBZI MUNDI,EXCELLENT,06/29/2011 12:00 AM,"2320 NO 72 ST
Omaha, NE
(41.279804061689525, -96.02396713814873)"
SUDANESE AFRICAN FOOD,STANDARD,07/20/2011 12:00 AM,"640 NO SADDLE CREEK RD
Omaha, NE
(41.26522074968148, -95.98076940526353)"
SUDANESE GROCERY MART,STANDARD,05/18/2011 12:00 AM,"3152 LEAVENWORTH
Omaha, NE
(41.252444471706724, -95.95916940333925)"
SUGAR BAKERS,STANDARD,07/26/2011 12:00 AM,"2533 SO 132 ST
Omaha, NE
(41.235553753846624, -96.11937106191283)"
SUGAR BAKERS,STANDARD,07/27/2011 12:00 AM,"1211 SO 180 ST
Omaha, NE
(41.247935048445456, -96.19621746073246)"
SUGAR HILL PKG LIQUOR #2,EXCELLENT,05/03/2011 12:00 AM,"5627 AMES AVE
Omaha, NE
(41.29947815038031, -96.00246221877035)"
SULLIVAN'S STEAKHOUSE,EXCELLENT,04/22/2011 12:00 AM,"222 SO 15 ST
Omaha, NE
(41.25810933703252, -95.9358224563992)"
SUMMER KITCHEN CAFE/BAKERY,STANDARD,03/09/2011 12:00 AM,"3685 NO 129 ST
Omaha, NE
(41.291743980928345, -96.11521022158365)"
SUMMIT (THE),EXCELLENT,04/26/2011 12:00 AM,"1601 DODGE ST
Omaha, NE
(41.25965617092294, -95.93746821571284)"
SUNNY SLOPE SCHOOL,SUPERIOR,05/05/2011 12:00 AM,"10829 OLD MAPLE RD
Omaha, NE
(41.294468370027566, -96.08190571000502)"
SUNRIDGE VILLAGE LLC,EXCELLENT,07/12/2011 12:00 AM,"13410 BLONDO ST
Omaha, NE
(41.277723550491544, -96.12219795375131)"
SUNRIZE DONUTS,STANDARD,05/03/2011 12:00 AM,"17676 WELCH PLZ STE 7
Omaha, NE
(41.206894629421186, -96.19155777300959)"
SUNSET HILLS SCHOOLS,SUPERIOR,05/03/2011 12:00 AM,"9400 WALNUT ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
SUNSET VALLEY FAMILY GOLF,STANDARD,06/09/2011 12:00 AM,"9300 ARBOR ST
Omaha, NE
(41.236647631535384, -96.05460804795376)"
SUNSPROUTS ENTERPRISES INC,EXCELLENT,03/01/2011 12:00 AM,"4445 SO 102 ST
Omaha, NE
(41.2153271959316, -96.071823663457)"
SUPER BEE MART,FAIR,07/01/2011 12:00 AM,"2611 ST MARYS AVE
Omaha, NE
(41.253651973552365, -95.95007787299586)"
SUPER SAN DIEGO INC,STANDARD,08/19/2010 12:00 AM,"2646 Y ST
Omaha, NE
(41.19821448988114, -95.95249588682242)"
SUPER SAVER #20,STANDARD,03/17/2010 12:00 AM,"5710 SO 144 ST
Omaha, NE
(41.20191969664188, -96.13886239095427)"
SUPER TARGET,EXCELLENT,12/21/2010 12:00 AM,"4001 NO 132 ST
Omaha, NE
(41.293317794479606, -96.11696389954079)"
SUPER TARGET,EXCELLENT,04/14/2011 12:00 AM,"17810 W CENTER RD
Omaha, NE
(41.23427730325608, -96.19406277711272)"
SUPER TARGET T-2326,EXCELLENT,05/20/2011 12:00 AM,"16959 EVANS PLZ
Omaha, NE
(41.291132471335565, -96.18016361137231)"
SUPER T'S,EXCELLENT,04/26/2011 12:00 AM,"3805 LAKE ST
Omaha, NE
(41.28139278437112, -95.97086903588104)"
SURFSIDE CLUB,EXCELLENT,05/03/2011 12:00 AM,"14445 NO RIVER DR
Omaha, NE
(41.389851021104676, -95.94563405973884)"
SUSHI JAPAN/YAK BOY,EXCELLENT,06/08/2011 12:00 AM,"14134 W CENTER RD
Omaha, NE
(41.23419636427343, -96.13716267231888)"
SUSIE'S BASKETS INC,EXCELLENT,03/30/2011 12:00 AM,"1299 FARNAM ST
Omaha, NE
(41.25748640888501, -95.9331541690185)"
SWANSON SCHOOL,SUPERIOR,05/02/2011 12:00 AM,"8600 HARNEY ST
Omaha, NE
(41.25735909744148, -96.04565228181374)"
SWEET CAKES AND ROSES,EXCELLENT,06/08/2011 12:00 AM,"14040 ARBOR ST
Omaha, NE
(41.23593205578999, -96.13556187910672)"
SWEET MAGNOLIA'S BAKE SHOP,EXCELLENT,02/02/2010 12:00 AM,"813 NO 40 ST
Omaha, NE
(41.2670343189712, -95.97285554571332)"
SWEET SPOT,STANDARD,05/23/2011 12:00 AM,"7007 GROVER ST
Omaha, NE
(41.22701078125937, -96.02212139833085)"
SYDNEY (THE),EXCELLENT,03/14/2011 12:00 AM,"5918 MAPLE ST
Omaha, NE
(41.28499906570863, -96.00437777469273)"
SYNERGY FINE WINES,EXCELLENT,02/14/2011 12:00 AM,"13816 C PLZ
Omaha, NE
(41.22263108297665, -96.12859213337964)"
SZECHUAN EXPRESS INC,STANDARD,04/11/2011 12:00 AM,"315 NO 114 ST
Omaha, NE
(41.260556281268904, -96.09091559778525)"
TABLE GRACE CAFÉ,STANDARD,04/11/2011 12:00 AM,"1611 1/2 FARNAM ST
Omaha, NE
(41.25756974381494, -95.93796284282894)"
TACO BELL,EXCELLENT,04/27/2011 12:00 AM,"3855 DODGE ST
Omaha, NE
(41.259638184482355, -95.97086004266072)"
TACO BELL #0995,STANDARD,04/04/2011 12:00 AM,"6206 AMES AVE
Omaha, NE
(41.29955908936296, -96.00907223568566)"
TACO BELL #18506,EXCELLENT,03/24/2011 12:00 AM,"5139 NO 90 ST
Omaha, NE
(41.305395689333125, -96.05233861851531)"
TACO BELL #18858,EXCELLENT,10/18/2010 12:00 AM,"12075 W CENTER RD
Omaha, NE
(41.23392807349746, -96.1016591470501)"
TACO BELL #19424,EXCELLENT,04/07/2011 12:00 AM,"2812 SO 84 ST
Omaha, NE
(41.23319321231675, -96.04317658890771)"
TACO BELL #1957,EXCELLENT,07/27/2011 12:00 AM,"7051 DODGE ST
Omaha, NE
(41.259629191262036, -96.02219334409318)"
TACO BELL #21026,EXCELLENT,03/18/2010 12:00 AM,"13725 Q ST
Omaha, NE
(41.20521121526912, -96.12779173677359)"
TACO BELL #21049,STANDARD,04/28/2011 12:00 AM,"5310 SO 108 ST
Omaha, NE
(41.204401825442744, -96.08148564548492)"
TACO BELL #21109,EXCELLENT,03/17/2010 12:00 AM,"4801 L ST
Omaha, NE
(41.212549683028215, -95.9864632798691)"
TACO BELL #21225,EXCELLENT,07/14/2011 12:00 AM,"18370 WRIGHT ST
Omaha, NE
(41.23315315071943, -96.20229157368078)"
TACO BELL #21227,EXCELLENT,08/02/2011 12:00 AM,"14606 W MAPLE RD
Omaha, NE
(41.29225659448508, -96.14211793670034)"
TACO BELL #22983,EXCELLENT,02/18/2011 12:00 AM,"17130 EVANS PLZ
Omaha, NE
(41.290961570762875, -96.18312702123643)"
TACO BELL #2787,EXCELLENT,06/06/2011 12:00 AM,"14554 W CENTER RD
Omaha, NE
(41.23393556088496, -96.14227981466559)"
TACO BELL #2835,EXCELLENT,02/08/2011 12:00 AM,"3211 NO 108 ST
Omaha, NE
(41.28818266569232, -96.08146765904434)"
TACO BELL #2890,EXCELLENT,05/17/2011 12:00 AM,"3917 SO 42 ST
Omaha, NE
(41.22090438468041, -95.97585127992335)"
TACO BELL #3481,EXCELLENT,06/06/2011 12:00 AM,"7516 NO 30 ST
Omaha, NE
(41.328427326503515, -95.95819758848819)"
TACO BUENO,EXCELLENT,03/18/2011 12:00 AM,"6512 NO 72 ST
Omaha, NE
(41.318076129946235, -96.02397400171117)"
